#time[fm]	N_ccbar=1	N_ccbar=2	N_ccbar=5	N_ccbar=10
664.824510000001	0.0037071047008547	0.0057946732954545	0.0120124999999999	0.0224143387681159
668.3421000000011	0.0037046741452991	0.0057943418560606	0.01201375	0.0224226403985507
671.8596900000011	0.0037111378205128	0.0057847774621212	0.0120266666666666	0.0224144746376811
675.3772800000012	0.0037158386752136	0.0057853219696969	0.0120150208333333	0.0224132744565216
678.8948700000012	0.0037108707264957	0.0057973721590909	0.0120184375	0.0224186231884058
682.4124600000013	0.0037072115384615	0.0057958333333333	0.0120404999999999	0.0224229347826087
685.9300500000013	0.0037114049145299	0.0058004024621212	0.0120351458333333	0.0224252672101449
689.4476400000013	0.0037084668803418	0.0058040956439393	0.012026	0.0224140624999999
692.9652300000014	0.003716266025641	0.0058089488636363	0.0120340208333333	0.0224091802536231
696.4828200000014	0.0037153044871794	0.0058155303030303	0.0120337499999999	0.0224101675724637
