#r_rel[fm]	P(r_rel)_boundstates	P(r_rel)_ges
4.7544 0 0.122861
4.7568 0.00181897 0.120677
4.7592 0 0.118896
4.7616 0 0.117434
4.764 0 0.121631
4.7664 0 0.121356
4.7688 0 0.11932
4.7712 0 0.120381
4.7736 0 0.118939
4.776 0 0.122373
4.7784 0 0.120699
4.7808 0 0.121186
4.7832 0 0.119575
4.7856 0 0.121462
4.788 0 0.12019
4.7904 0 0.12125
4.7928 0 0.121631
4.7952 0 0.121674
4.7976 0 0.120953
4.8 0 0.119617
4.8024 0 0.119638
4.8048 0 0.121886
4.8072 0.00181897 0.125214
4.8096 0 0.119151
4.812 0 0.122183
4.8144 0 0.122946
4.8168 0 0.119638
4.8192 0 0.12231
4.8216 0 0.122607
4.824 0 0.119469
4.8264 0 0.12214
4.8288 0 0.119617
4.8312 0 0.120487
4.8336 0 0.123561
4.836 0 0.122564
4.8384 0 0.120338
4.8408 0 0.121059
4.8432 0 0.12532
4.8456 0 0.124706
4.848 0 0.121059
4.8504 0 0.120911
4.8528 0 0.122161
4.8552 0 0.122437
4.8576 0 0.12267
4.86 0 0.120677
4.8624 0 0.122119
4.8648 0 0.123688
4.8672 0 0.125914
4.8696 0 0.121992
4.872 0 0.125511
4.8744 0 0.122098
4.8768 0 0.123879
4.8792 0 0.123412
4.8816 0 0.123455
4.884 0 0.123688
4.8864 0 0.12496
4.8888 0 0.123327
4.8912 0 0.121971
4.8936 0 0.121631
4.896 0 0.12178
4.8984 0 0.122034
4.9008 0 0.12479
4.9032 0 0.121801
4.9056 0 0.124642
4.908 0 0.122522
4.9104 0 0.124621
4.9128 0 0.120783
4.9152 0 0.123306
4.9176 0 0.125469
4.92 0 0.125087
4.9224 0 0.123137
4.9248 0 0.124769
4.9272 0 0.125108
4.9296 0 0.123794
4.932 0 0.12108
4.9344 0 0.125257
4.9368 0 0.125596
4.9392 0 0.122776
4.9416 0 0.124366
4.944 0 0.123921
4.9464 0 0.124324
4.9488 0 0.126232
4.9512 0 0.121737
4.9536 0 0.126614
4.956 0 0.123794
4.9584 0 0.122564
4.9608 0 0.122861
4.9632 0 0.12761
4.9656 0 0.12761
4.968 0 0.125024
4.9704 0 0.124218
4.9728 0 0.121949
4.9752 0 0.126253
4.9776 0 0.121907
4.98 0 0.126741
4.9824 0 0.126274
4.9848 0 0.126868
4.9872 0 0.124748
4.9896 0 0.125257
4.992 0 0.126698
4.9944 0 0.12619
4.9968 0 0.127335
4.9992 0 0.126741
5.0016 0 0.128098
5.004 0 0.127165
5.0064 0 0.126147
5.0088 0 0.12407
5.0112 0 0.12479
5.0136 0 0.126783
5.016 0 0.124578
5.0184 0 0.126465
5.0208 0 0.125363
5.0232 0 0.122691
5.0256 0 0.126656
5.028 0 0.127144
5.0304 0 0.124536
5.0328 0 0.126889
5.0352 0 0.124557
5.0376 0 0.124091
5.04 0 0.125744
5.0424 0 0.125808
5.0448 0 0.125066
5.0472 0 0.129879
5.0496 0 0.12831
5.052 0 0.126614
5.0544 0 0.125766
5.0568 0 0.129179
5.0592 0 0.128013
5.0616 0 0.127462
5.064 0 0.128437
5.0664 0 0.126232
5.0688 0 0.12761
5.0712 0 0.128797
5.0736 0 0.128437
5.076 0 0.124218
5.0784 0 0.124642
5.0808 0 0.128946
5.0832 0 0.123836
5.0856 0 0.125723
5.088 0 0.126486
5.0904 0 0.126359
5.0928 0 0.129985
5.0952 0 0.127207
5.0976 0 0.126465
5.1 0 0.125744
5.1024 0 0.129836
5.1048 0 0.127313
5.1072 0 0.130599
5.1096 0 0.126656
5.112 0 0.127737
5.1144 0 0.126529
5.1168 0 0.126105
5.1192 0 0.126211
5.1216 0 0.1299
5.124 0 0.129857
5.1264 0 0.127313
5.1288 0 0.128267
5.1312 0 0.127377
5.1336 0 0.132486
5.136 0 0.129137
5.1384 0 0.129815
5.1408 0 0.127292
5.1432 0 0.129815
5.1456 0 0.129857
5.148 0 0.127271
5.1504 0 0.129836
5.1528 0 0.127971
5.1552 0 0.127547
5.1576 0 0.126508
5.16 0 0.125808
5.1624 0 0.128691
5.1648 0 0.131766
5.1672 0 0.129645
5.1696 0 0.127695
5.172 0 0.128204
5.1744 0 0.130451
5.1768 0 0.127568
5.1792 0 0.127992
5.1816 0 0.12638
5.184 0 0.125193
5.1864 0 0.128564
5.1888 0 0.129815
5.1912 0 0.130557
5.1936 0 0.1292
5.196 0 0.128246
5.1984 0 0.129879
5.2008 0 0.127483
5.2032 0 0.127462
5.2056 0 0.129073
5.208 0 0.128077
5.2104 0 0.130133
5.2128 0 0.129349
5.2152 0 0.128755
5.2176 0 0.124621
5.22 0 0.129158
5.2224 0 0.132995
5.2248 0 0.129942
5.2272 0 0.130154
5.2296 0 0.132741
5.232 0 0.130621
5.2344 0 0.131278
5.2368 0 0.131426
5.2392 0 0.127949
5.2416 0 0.130027
5.244 0 0.130197
5.2464 0 0.129582
5.2488 0 0.133652
5.2512 0 0.131978
5.2536 0 0.133356
5.256 0 0.128946
5.2584 0 0.129963
5.2608 0 0.129412
5.2632 0 0.127313
5.2656 0 0.131554
5.268 0 0.129264
5.2704 0 0.130451
5.2728 0 0.129179
5.2752 0 0.132317
5.2776 0 0.130112
5.28 0 0.129857
5.2824 0 0.132168
5.2848 0 0.128395
5.2872 0 0.130981
5.2896 0 0.132168
5.292 0 0.133419
5.2944 0 0.132296
5.2968 0 0.127737
5.2992 0 0.130918
5.3016 0 0.134501
5.304 0 0.13166
5.3064 0 0.130812
5.3088 0 0.132274
5.3112 0 0.131172
5.3136 0 0.132508
5.316 0 0.131872
5.3184 0 0.133419
5.3208 0 0.130621
5.3232 0 0.127992
5.3256 0 0.133101
5.328 0 0.130112
5.3304 0 0.131257
5.3328 0 0.13272
5.3352 0 0.132168
5.3376 0 0.132126
5.34 0 0.134395
5.3424 0 0.130939
5.3448 0 0.132804
5.3472 0 0.132211
5.3496 0 0.131532
5.352 0 0.13079
5.3544 0 0.131193
5.3568 0 0.133504
5.3592 0 0.134988
5.3616 0 0.133101
5.364 0 0.133016
5.3664 0 0.13414
5.3688 0 0.131808
5.3712 0 0.135306
5.3736 0 0.131087
5.376 0 0.133737
5.3784 0 0.131702
5.3808 0 0.131448
5.3832 0 0.132338
5.3856 0 0.132105
5.388 0 0.132465
5.3904 0 0.134501
5.3928 0 0.134691
5.3952 0 0.134204
5.3976 0 0.132274
5.4 0 0.133843
5.4024 0 0.130578
5.4048 0 0.131575
5.4072 0 0.13255
5.4096 0 0.131172
5.412 0 0.133652
5.4144 0 0.133186
5.4168 0 0.134289
5.4192 0 0.136091
5.4216 0 0.13238
5.424 0 0.132592
5.4264 0 0.134098
5.4288 0 0.131108
5.4312 0 0.134352
5.4336 0 0.131214
5.436 0 0.13308
5.4384 0 0.132656
5.4408 0 0.131448
5.4432 0 0.135221
5.4456 0 0.132402
5.448 0 0.131002
5.4504 0 0.133292
5.4528 0 0.132444
5.4552 0 0.135243
5.4576 0 0.134225
5.46 0 0.13397
5.4624 0 0.137978
5.4648 0 0.136281
5.4672 0 0.134734
5.4696 0 0.135179
5.472 0 0.136069
5.4744 0 0.132635
5.4768 0 0.135518
5.4792 0 0.133525
5.4816 0 0.131448
5.484 0 0.13785
5.4864 0 0.135327
5.4888 0 0.133356
5.4912 0 0.135327
5.4936 0 0.132296
5.496 0 0.131532
5.4984 0 0.132762
5.5008 0 0.134437
5.5032 0 0.13573
5.5056 0 0.136854
5.508 0 0.133716
5.5104 0 0.134267
5.5128 0 0.134967
5.5152 0 0.139483
5.5176 0 0.135709
5.52 0 0.136621
5.5224 0 0.134713
5.5248 0 0.13238
5.5272 0 0.134479
5.5296 0 0.135179
5.532 0 0.137193
5.5344 0 0.136345
5.5368 0 0.135921
5.5392 0 0.134055
5.5416 0 0.136324
5.544 0 0.133462
5.5464 0 0.133674
5.5488 0 0.139886
5.5512 0 0.133695
5.5536 0 0.137341
5.556 0 0.138147
5.5584 0 0.134479
5.5608 0 0.136154
5.5632 0 0.134755
5.5656 0 0.136705
5.568 0 0.135815
5.5704 0 0.13202
5.5728 0 0.134797
5.5752 0 0.134903
5.5776 0 0.136197
5.58 0 0.132465
5.5824 0 0.135518
5.5848 0 0.136727
5.5872 0 0.135179
5.5896 0 0.136069
5.592 0 0.135455
5.5944 0 0.137596
5.5968 0 0.136599
5.5992 0 0.137978
5.6016 0 0.139165
5.604 0 0.133928
5.6064 0 0.137766
5.6088 0 0.134013
5.6112 0 0.136048
5.6136 0 0.137299
5.616 0 0.13431
5.6184 0 0.135115
5.6208 0 0.13467
5.6232 0 0.135221
5.6256 0 0.137299
5.628 0 0.136197
5.6304 0 0.135773
5.6328 0 0.135603
5.6352 0 0.139228
5.6376 0 0.137151
5.64 0 0.140712
5.6424 0 0.135433
5.6448 0 0.132783
5.6472 0 0.134691
5.6496 0 0.134734
5.652 0 0.136472
5.6544 0 0.139016
5.6568 0 0.135455
5.6592 0 0.1352
5.6616 0 0.136324
5.664 0 0.135963
5.6664 0 0.13537
5.6688 0 0.136281
5.6712 0 0.135963
5.6736 0 0.13838
5.676 0 0.139504
5.6784 0 0.136917
5.6808 0 0.133313
5.6832 0 0.137935
5.6856 0 0.136091
5.688 0 0.136557
5.6904 0 0.134734
5.6928 0 0.136197
5.6952 0 0.14067
5.6976 0 0.138826
5.7 0 0.13944
5.7024 0 0.139928
5.7048 0 0.137002
5.7072 0 0.138084
5.7096 0 0.139589
5.712 0 0.137935
5.7144 0 0.138486
5.7168 0 0.139758
5.7192 0 0.137935
5.7216 0 0.137808
5.724 0 0.139504
5.7264 0 0.139165
5.7288 0 0.135094
5.7312 0 0.136536
5.7336 0 0.137532
5.736 0 0.137532
5.7384 0 0.138253
5.7408 0 0.138444
5.7432 0 0.135751
5.7456 0 0.138126
5.748 0 0.138635
5.7504 0 0.135667
5.7528 0 0.138932
5.7552 0 0.13819
5.7576 0 0.140988
5.76 0 0.136896
5.7624 0 0.13766
5.7648 0 0.136472
5.7672 0 0.139228
5.7696 0 0.139949
5.772 0 0.139483
5.7744 0 0.137405
5.7768 0 0.138995
5.7792 0 0.137808
5.7816 0 0.137914
5.784 0 0.137935
5.7864 0 0.139716
5.7888 0 0.138826
5.7912 0 0.139313
5.7936 0 0.139313
5.796 0 0.137787
5.7984 0 0.138529
5.8008 0 0.140712
5.8032 0 0.140373
5.8056 0 0.140712
5.808 0 0.136854
5.8104 0 0.138783
5.8128 0 0.139737
5.8152 0 0.13749
5.8176 0 0.140225
5.82 0 0.1405
5.8224 0 0.139758
5.8248 0 0.137914
5.8272 0 0.138995
5.8296 0 0.139504
5.832 0 0.139525
5.8344 0 0.13785
5.8368 0 0.137341
5.8392 0 0.137744
5.8416 0 0.136896
5.844 0 0.138423
5.8464 0 0.141603
5.8488 0 0.143341
5.8512 0 0.140712
5.8536 0 0.140331
5.856 0 0.139695
5.8584 0 0.137363
5.8608 0 0.138571
5.8632 0 0.14031
5.8656 0 0.141561
5.868 0 0.136599
5.8704 0 0.138359
5.8728 0 0.139101
5.8752 0 0.140076
5.8776 0 0.141455
5.88 0 0.140225
5.8824 0 0.139398
5.8848 0 0.144423
5.8872 0 0.14084
5.8896 0 0.138168
5.892 0 0.139313
5.8944 0 0.139504
5.8968 0 0.140564
5.8992 0 0.142515
5.9016 0 0.136493
5.904 0 0.139928
5.9064 0 0.139059
5.9088 0 0.143002
5.9112 0 0.1412
5.9136 0 0.139801
5.916 0 0.140098
5.9184 0 0.140076
5.9208 0 0.140373
5.9232 0 0.139059
5.9256 0 0.140882
5.928 0 0.140204
5.9304 0 0.140394
5.9328 0 0.142175
5.9352 0 0.139949
5.9376 0 0.141391
5.94 0 0.140373
5.9424 0 0.139843
5.9448 0 0.142197
5.9472 0 0.141285
5.9496 0 0.138486
5.952 0 0.136239
5.9544 0 0.140288
5.9568 0 0.138126
5.9592 0 0.140288
5.9616 0 0.137045
5.964 0 0.138062
5.9664 0 0.1412
5.9688 0 0.137893
5.9712 0 0.139377
5.9736 0 0.139737
5.976 0 0.140352
5.9784 0 0.140628
5.9808 0 0.143469
5.9832 0 0.140267
5.9856 0 0.143045
5.988 0 0.14103
5.9904 0 0.139864
5.9928 0 0.138974
5.9952 0 0.140585
5.9976 0 0.138444
6 0 0.141561
6.0024 0 0.142854
6.0048 0 0.140479
6.0072 0 0.142197
6.0096 0 0.140161
6.012 0 0.141561
6.0144 0 0.13997
6.0168 0 0.140691
6.0192 0 0.142451
6.0216 0 0.143426
6.024 0 0.141942
6.0264 0 0.142663
6.0288 0 0.142409
6.0312 0 0.138889
6.0336 0 0.141709
6.036 0 0.140246
6.0384 0 0.141433
6.0408 0 0.142663
6.0432 0 0.140055
6.0456 0 0.140331
6.048 0 0.142239
6.0504 0 0.144868
6.0528 0 0.142515
6.0552 0 0.139356
6.0576 0 0.141243
6.06 0 0.143108
6.0624 0 0.141942
6.0648 0 0.142578
6.0672 0 0.141349
6.0696 0 0.142748
6.072 0 0.138232
6.0744 0 0.144189
6.0768 0 0.146034
6.0792 0 0.141327
6.0816 0 0.143553
6.084 0 0.142048
6.0864 0 0.142493
6.0888 0 0.140924
6.0912 0 0.140734
6.0936 0 0.143129
6.096 0 0.142854
6.0984 0 0.142536
6.1008 0 0.140458
6.1032 0 0.140924
6.1056 0 0.144232
6.108 0 0.142811
6.1104 0 0.142154
6.1128 0 0.143023
6.1152 0 0.141264
6.1176 0 0.141349
6.12 0 0.139419
6.1224 0 0.142324
6.1248 0 0.142472
6.1272 0 0.140331
6.1296 0 0.145589
6.132 0 0.144592
6.1344 0 0.14084
6.1368 0 0.136621
6.1392 0 0.141963
6.1416 0 0.141137
6.144 0 0.144211
6.1464 0 0.141518
6.1488 0 0.142218
6.1512 0 0.141709
6.1536 0 0.142705
6.156 0 0.141349
6.1584 0 0.141561
6.1608 0 0.143765
6.1632 0 0.143702
6.1656 0 0.141115
6.168 0 0.141624
6.1704 0 0.140776
6.1728 0 0.144698
6.1752 0 0.143723
6.1776 0 0.138995
6.18 0 0.141921
6.1824 0 0.144592
6.1848 0 0.144847
6.1872 0 0.144041
6.1896 0 0.144741
6.192 0 0.144465
6.1944 0 0.140606
6.1968 0 0.142387
6.1992 0 0.141624
6.2016 0 0.142069
6.204 0 0.144232
6.2064 0 0.142366
6.2088 0 0.142175
6.2112 0 0.143214
6.2136 0 0.141009
6.216 0 0.142281
6.2184 0 0.14332
6.2208 0 0.143808
6.2232 0 0.142239
6.2256 0 0.144656
6.228 0 0.144423
6.2304 0 0.143045
6.2328 0 0.144762
6.2352 0 0.144105
6.2376 0 0.144126
6.24 0 0.144295
6.2424 0 0.140755
6.2448 0 0.141921
6.2472 0 0.140882
6.2496 0 0.142154
6.252 0 0.143914
6.2544 0 0.143681
6.2568 0 0.142048
6.2592 0 0.143977
6.2616 0 0.143002
6.264 0 0.143447
6.2664 0 0.144274
6.2688 0 0.144932
6.2712 0 0.142366
6.2736 0 0.143129
6.276 0 0.14438
6.2784 0 0.143172
6.2808 0 0.143935
6.2832 0 0.143045
6.2856 0 0.142748
6.288 0 0.144614
6.2904 0 0.142705
6.2928 0 0.145038
6.2952 0 0.144592
6.2976 0 0.145292
6.3 0 0.141052
6.3024 0 0.144953
6.3048 0 0.141624
6.3072 0 0.145207
6.3096 0 0.146098
6.312 0 0.143257
6.3144 0 0.144041
6.3168 0 0.145059
6.3192 0 0.143787
6.3216 0 0.143151
6.324 0 0.141624
6.3264 0 0.144677
6.3288 0 0.143681
6.3312 0 0.141857
6.3336 0 0.145292
6.336 0 0.142896
6.3384 0 0.14508
6.3408 0 0.141942
6.3432 0 0.146479
6.3456 0 0.143193
6.348 0 0.143575
6.3504 0 0.143956
6.3528 0 0.144359
6.3552 0 0.144826
6.3576 0 0.143977
6.36 0 0.144656
6.3624 0 0.145716
6.3648 0 0.145483
6.3672 0 0.143956
6.3696 0 0.142684
6.372 0 0.144953
6.3744 0 0.144126
6.3768 0 0.145483
6.3792 0 0.139419
6.3816 0 0.146797
6.384 0 0.14525
6.3864 0 0.146119
6.3888 0 0.143638
6.3912 0 0.144317
6.3936 0 0.144974
6.396 0 0.143765
6.3984 0 0.145674
6.4008 0 0.144847
6.4032 0 0.141709
6.4056 0 0.142896
6.408 0 0.143787
6.4104 0 0.140458
6.4128 0 0.146437
6.4152 0 0.142387
6.4176 0 0.144359
6.42 0 0.144444
6.4224 0 0.143129
6.4248 0 0.140098
6.4272 0 0.14508
6.4296 0 0.146585
6.432 0 0.148154
6.4344 0 0.143045
6.4368 0 0.144083
6.4392 0 0.143002
6.4416 0 0.146034
6.444 0 0.143363
6.4464 0 0.143638
6.4488 0 0.147857
6.4512 0 0.144401
6.4536 0 0.143659
6.456 0 0.14737
6.4584 0 0.143871
6.4608 0 0.143723
6.4632 0 0.142917
6.4656 0 0.144614
6.468 0 0.146182
6.4704 0 0.145038
6.4728 0 0.144741
6.4752 0 0.14438
6.4776 0 0.143999
6.48 0 0.148006
6.4824 0 0.143172
6.4848 0 0.145631
6.4872 0 0.146458
6.4896 0 0.147136
6.492 0 0.146416
6.4944 0 0.144741
6.4968 0 0.14667
6.4992 0 0.146204
6.5016 0 0.144995
6.504 0 0.140882
6.5064 0 0.141963
6.5088 0 0.144423
6.5112 0 0.144677
6.5136 0 0.143956
6.516 0 0.145864
6.5184 0 0.144465
6.5208 0 0.144889
6.5232 0 0.142493
6.5256 0 0.142917
6.528 0 0.143638
6.5304 0 0.143977
6.5328 0 0.143151
6.5352 0 0.146352
6.5376 0 0.144465
6.54 0 0.147772
6.5424 0 0.147073
6.5448 0 0.144423
6.5472 0 0.146267
6.5496 0 0.140903
6.552 0 0.142451
6.5544 0 0.144783
6.5568 0 0.144932
6.5592 0 0.140628
6.5616 0 0.144741
6.564 0 0.144571
6.5664 0 0.144168
6.5688 0 0.145568
6.5712 0 0.146628
6.5736 0 0.147624
6.576 0 0.144041
6.5784 0 0.144444
6.5808 0 0.143278
6.5832 0 0.145207
6.5856 0 0.142493
6.588 0 0.1472
6.5904 0 0.144211
6.5928 0 0.143447
6.5952 0 0.141179
6.5976 0 0.14491
6.6 0 0.145546
6.6024 0 0.146098
6.6048 0 0.142939
6.6072 0 0.14243
6.6096 0 0.145864
6.612 0 0.143829
6.6144 0 0.143702
6.6168 0 0.143893
6.6192 0 0.146564
6.6216 0 0.146416
6.624 0 0.147582
6.6264 0 0.144953
6.6288 0 0.145546
6.6312 0 0.146161
6.6336 0 0.14737
6.636 0 0.141688
6.6384 0 0.147221
6.6408 0 0.143405
6.6432 0 0.147073
6.6456 0 0.145356
6.648 0 0.141518
6.6504 0 0.144083
6.6528 0 0.146522
6.6552 0 0.141879
6.6576 0 0.144953
6.66 0 0.146161
6.6624 0 0.145483
6.6648 0 0.143214
6.6672 0 0.141539
6.6696 0 0.145631
6.672 0 0.142663
6.6744 0 0.148387
6.6768 0 0.143384
6.6792 0 0.145589
6.6816 0 0.144211
6.684 0 0.144783
6.6864 0 0.145122
6.6888 0 0.149744
6.6912 0 0.146585
6.6936 0 0.148006
6.696 0 0.144804
6.6984 0 0.142875
6.7008 0 0.144868
6.7032 0 0.145652
6.7056 0 0.143447
6.708 0 0.143914
6.7104 0 0.144826
6.7128 0 0.144423
6.7152 0 0.146076
6.7176 0 0.143977
6.72 0 0.146373
6.7224 0 0.146013
6.7248 0 0.148133
6.7272 0 0.146734
6.7296 0 0.143977
6.732 0 0.143977
6.7344 0 0.145525
6.7368 0 0.14279
6.7392 0 0.145419
6.7416 0 0.145525
6.744 0 0.145716
6.7464 0 0.145186
6.7488 0 0.148281
6.7512 0 0.144147
6.7536 0 0.148917
6.756 0 0.144401
6.7584 0 0.14402
6.7608 0 0.143087
6.7632 0 0.147518
6.7656 0 0.144083
6.768 0 0.143257
6.7704 0 0.146246
6.7728 0 0.143108
6.7752 0 0.143469
6.7776 0 0.144401
6.78 0 0.14614
6.7824 0 0.145144
6.7848 0 0.142281
6.7872 0 0.14561
6.7896 0 0.147772
6.792 0 0.144062
6.7944 0 0.144105
6.7968 0 0.143151
6.7992 0 0.144953
6.8016 0 0.148239
6.804 0 0.14472
6.8064 0 0.146013
6.8088 0 0.145843
6.8112 0 0.144401
6.8136 0 0.143723
6.816 0 0.142472
6.8184 0 0.144592
6.8208 0 0.142578
6.8232 0 0.144529
6.8256 0 0.145334
6.828 0 0.147963
6.8304 0 0.144847
6.8328 0 0.146373
6.8352 0 0.1419
6.8376 0 0.143999
6.84 0 0.144804
6.8424 0 0.144486
6.8448 0 0.146924
6.8472 0 0.149829
6.8496 0 0.145377
6.852 0 0.144486
6.8544 0 0.145271
6.8568 0 0.146034
6.8592 0 0.146818
6.8616 0 0.145228
6.864 0 0.145398
6.8664 0 0.149087
6.8688 0 0.143787
6.8712 0 0.145589
6.8736 0 0.145992
6.876 0 0.14561
6.8784 0 0.147582
6.8808 0 0.142621
6.8832 0 0.143723
6.8856 0 0.144571
6.888 0 0.143511
6.8904 0 0.144338
6.8928 0 0.145801
6.8952 0 0.145949
6.8976 0 0.144804
6.9 0 0.142917
6.9024 0 0.14544
6.9048 0 0.144211
6.9072 0 0.144126
6.9096 0 0.142112
6.912 0 0.147179
6.9144 0 0.146416
6.9168 0 0.14826
6.9192 0 0.143384
6.9216 0 0.146437
6.924 0 0.144338
6.9264 0 0.142578
6.9288 0 0.144232
6.9312 0 0.143893
6.9336 0 0.144338
6.936 0 0.143341
6.9384 0 0.145059
6.9408 0 0.144804
6.9432 0 0.143829
6.9456 0 0.143151
6.948 0 0.144826
6.9504 0 0.147052
6.9528 0 0.144401
6.9552 0 0.148218
6.9576 0 0.145822
6.96 0 0.145101
6.9624 0 0.144783
6.9648 0 0.145716
6.9672 0 0.146098
6.9696 0 0.146098
6.972 0 0.145419
6.9744 0 0.143511
6.9768 0 0.148493
6.9792 0 0.14491
6.9816 0 0.145992
6.984 0 0.146394
6.9864 0 0.14472
6.9888 0 0.146458
6.9912 0 0.14667
6.9936 0 0.145462
6.996 0 0.145165
6.9984 0 0.145122
7.0008 0 0.143426
7.0032 0 0.144868
7.0056 0 0.145334
7.008 0 0.143341
7.0104 0 0.141412
7.0128 0 0.14402
7.0152 0 0.143532
7.0176 0 0.143871
7.02 0 0.142939
7.0224 0 0.149193
7.0248 0 0.144211
7.0272 0 0.145377
7.0296 0 0.14667
7.032 0 0.145398
7.0344 0 0.14525
7.0368 0 0.149045
7.0392 0 0.140988
7.0416 0 0.145398
7.044 0 0.142048
7.0464 0 0.146797
7.0488 0 0.14684
7.0512 0 0.143871
7.0536 0 0.147794
7.056 0 0.144253
7.0584 0 0.143405
7.0608 0 0.143511
7.0632 0 0.144083
7.0656 0 0.145356
7.068 0 0.143617
7.0704 0 0.14525
7.0728 0 0.14703
7.0752 0 0.142939
7.0776 0 0.143426
7.08 0 0.143511
7.0824 0 0.146013
7.0848 0 0.14279
7.0872 0 0.145165
7.0896 0 0.145822
7.092 0 0.146543
7.0944 0 0.144995
7.0968 0 0.144486
7.0992 0 0.145758
7.1016 0 0.147518
7.104 0 0.144804
7.1064 0 0.145271
7.1088 0 0.142811
7.1112 0 0.142811
7.1136 0 0.143999
7.116 0 0.143299
7.1184 0 0.141221
7.1208 0 0.143935
7.1232 0 0.144953
7.1256 0 0.145122
7.128 0 0.144677
7.1304 0 0.142112
7.1328 0 0.142621
7.1352 0 0.144253
7.1376 0 0.146076
7.14 0 0.146098
7.1424 0 0.143999
7.1448 0 0.14349
7.1472 0 0.143829
7.1496 0 0.141751
7.152 0 0.145525
7.1544 0 0.14438
7.1568 0 0.141137
7.1592 0 0.145822
7.1616 0 0.145674
7.164 0 0.143384
7.1664 0 0.143405
7.1688 0 0.144995
7.1712 0 0.143447
7.1736 0 0.143935
7.176 0 0.14756
7.1784 0 0.144126
7.1808 0 0.143235
7.1832 0 0.141243
7.1856 0 0.142981
7.188 0 0.14491
7.1904 0 0.144953
7.1928 0 0.144783
7.1952 0 0.141349
7.1976 0 0.144486
7.2 0 0.144295
7.2024 0 0.143299
7.2048 0 0.144847
7.2072 0 0.140119
7.2096 0 0.139292
7.212 0 0.143723
7.2144 0 0.143596
7.2168 0 0.144804
7.2192 0 0.144105
7.2216 0 0.141794
7.224 0 0.146288
7.2264 0 0.143511
7.2288 0 0.141603
7.2312 0 0.141582
7.2336 0 0.14279
7.236 0 0.142091
7.2384 0 0.142769
7.2408 0 0.144147
7.2432 0 0.145228
7.2456 0 0.141115
7.248 0 0.145949
7.2504 0 0.144062
7.2528 0 0.141433
7.2552 0 0.144444
7.2576 0 0.14402
7.26 0 0.14614
7.2624 0 0.143193
7.2648 0 0.143108
7.2672 0 0.14349
7.2696 0 0.141264
7.272 0 0.142599
7.2744 0 0.146331
7.2768 0 0.141349
7.2792 0 0.140373
7.2816 0 0.142769
7.284 0 0.143257
7.2864 0 0.142727
7.2888 0 0.142727
7.2912 0 0.144295
7.2936 0 0.144401
7.296 0 0.142811
7.2984 0 0.142769
7.3008 0 0.142366
7.3032 0 0.140924
7.3056 0 0.143977
7.308 0 0.143066
7.3104 0 0.144338
7.3128 0 0.141963
7.3152 0 0.142324
7.3176 0 0.142493
7.32 0 0.143935
7.3224 0 0.143172
7.3248 0 0.144317
7.3272 0 0.142069
7.3296 0 0.142875
7.332 0 0.140882
7.3344 0 0.143956
7.3368 0 0.140098
7.3392 0 0.140649
7.3416 0 0.14067
7.344 0 0.139525
7.3464 0 0.147264
7.3488 0 0.143087
7.3512 0 0.140924
7.3536 0 0.140522
7.356 0 0.144953
7.3584 0 0.142303
7.3608 0 0.143999
7.3632 0 0.142281
7.3656 0 0.145822
7.368 0 0.144274
7.3704 0 0.141497
7.3728 0 0.144656
7.3752 0 0.143469
7.3776 0 0.144423
7.38 0 0.141285
7.3824 0 0.140988
7.3848 0 0.14544
7.3872 0 0.139843
7.3896 0 0.143363
7.392 0 0.143638
7.3944 0 0.142366
7.3968 0 0.145631
7.3992 0 0.140903
7.4016 0 0.142684
7.404 0 0.140564
7.4064 0 0.143002
7.4088 0 0.143023
7.4112 0 0.142684
7.4136 0 0.141645
7.416 0 0.142345
7.4184 0 0.143447
7.4208 0 0.142536
7.4232 0 0.141942
7.4256 0 0.143426
7.428 0 0.142175
7.4304 0 0.141836
7.4328 0 0.144211
7.4352 0 0.143935
7.4376 0 0.14332
7.44 0 0.140161
7.4424 0 0.139038
7.4448 0 0.142621
7.4472 0 0.143447
7.4496 0 0.138741
7.452 0 0.139843
7.4544 0 0.145631
7.4568 0 0.143066
7.4592 0 0.14243
7.4616 0 0.144656
7.464 0 0.143066
7.4664 0 0.141052
7.4688 0 0.141688
7.4712 0 0.143045
7.4736 0 0.143363
7.476 0 0.13997
7.4784 0 0.14349
7.4808 0 0.140946
7.4832 0 0.141815
7.4856 0 0.140882
7.488 0 0.141561
7.4904 0 0.139737
7.4928 0 0.142727
7.4952 0 0.141433
7.4976 0 0.143278
7.5 0 0.140543
7.5024 0 0.14349
7.5048 0 0.141264
7.5072 0 0.140013
7.5096 0 0.14402
7.512 0 0.142366
7.5144 0 0.139186
7.5168 0 0.137956
7.5192 0 0.142769
7.5216 0 0.139356
7.524 0 0.141221
7.5264 0 0.144168
7.5288 0 0.141815
7.5312 0 0.140479
7.5336 0 0.140119
7.536 0 0.138826
7.5384 0 0.139843
7.5408 0 0.141985
7.5432 0 0.139928
7.5456 0 0.141942
7.548 0 0.13944
7.5504 0 0.139038
7.5528 0 0.141476
7.5552 0 0.140543
7.5576 0 0.1419
7.56 0 0.14014
7.5624 0 0.138826
7.5648 0 0.139059
7.5672 0 0.141709
7.5696 0 0.1359
7.572 0 0.138614
7.5744 0 0.138571
7.5768 0 0.137872
7.5792 0 0.140458
7.5816 0 0.142578
7.584 0 0.137235
7.5864 0 0.142091
7.5888 0 0.138571
7.5912 0 0.138953
